Street,Event,Datetime
Commonwealth Ave,Trip,2014-03-11 10:44:15
Beacon St,Trip,2014-03-11 10:44:15
Massachusetts Ave,Trip,2014-03-11 10:44:15
Newbury St,Trip,2014-03-11 10:44:15
Boylston St,Trip,2014-03-11 10:44:15
Westland Ave,Trip,2014-03-11 10:44:15
St Botolph St,Trip,2014-03-11 10:44:15
W Newton St,Trip,2014-03-11 10:44:15
Follen St,Trip,2014-03-11 10:44:15
Germania St,Trip,2014-03-23 10:03:20
Brookside Ave,Trip,2014-03-23 10:03:20
Green St,Trip,2014-03-23 10:03:20
Centre St,Trip,2014-03-23 10:03:20
South St,Trip,2014-03-23 10:03:20
Arborway,Trip,2014-03-23 10:03:20
May St,Trip,2014-03-23 10:03:20
Brownson Ter,Trip,2014-03-23 10:03:20
VFW Pky,Trip,2014-03-23 10:03:20
Shrewsbury Rd,Trip,2014-03-23 10:03:20
Vincent Rd,Trip,2014-03-23 10:03:20
W Roxbury Pky,Trip,2014-03-23 10:03:20
Brucewood St,Trip,2014-03-23 10:03:20
Keane Rd,Trip,2014-03-23 10:03:20
Newfield St,Trip,2014-03-23 10:03:20
Lagrange St,Trip,2014-03-23 10:03:20
Baker St,Trip,2014-03-23 10:03:20
Capital St,Trip,2014-03-23 10:03:20
Berwick St,Trip,2014-03-23 10:03:20
Spring St,Trip,2014-03-23 10:03:20
Science Park,Trip,2014-04-06 21:55:01
Leverett Cir,Trip,2014-04-06 21:55:01
Charles St,Trip,2014-04-06 21:55:01
Storrow Dr,Trip,2014-04-06 21:55:01
RT 28,Trip,2014-04-06 21:55:01
Cambridge St,Trip,2014-04-06 21:55:01
David G Mugar Way,Trip,2014-04-06 21:55:01
Charles River Sq,Trip,2014-04-06 21:55:01
Revere St,Trip,2014-04-06 21:55:01
Pinckney St,Trip,2014-04-06 21:55:01
Brimmer St,Trip,2014-04-06 21:55:01
Mt Vernon St,Trip,2014-04-06 21:55:01
Otis Pl,Trip,2014-04-06 21:55:01
Chestnut St,Trip,2014-04-06 21:55:01
Beaver Pl,Trip,2014-04-06 21:55:01
Beacon St,Trip,2014-04-06 21:55:01
Hereford St,Trip,2014-04-06 21:55:01
Massachusetts Ave,Trip,2014-04-06 21:55:01
Raleigh St,Trip,2014-04-06 21:55:01
Bay State Rd,Trip,2014-04-06 21:55:01
Deerfield St,Trip,2014-04-06 21:55:01
Soldiers Field Rd,Trip,2014-04-06 21:55:01
US 1,Trip,2014-04-10 10:51:47
I 93,Trip,2014-04-10 10:51:47
Water St,Trip,2014-04-10 10:51:47
Beverly St,Trip,2014-04-10 10:51:47
Causeway St,Trip,2014-04-10 10:51:47
Medford St,Trip,2014-04-10 10:51:47
Cambridge St,Trip,2014-04-28 09:29:53
David G Mugar Way,Trip,2014-04-28 09:29:53
Charles St,Trip,2014-04-28 09:29:53
Mount Vernon St,Trip,2014-04-28 09:29:53
Beacon St,Trip,2014-04-28 09:29:53
Boylston St,Trip,2014-04-28 09:29:53
Tremont St,Trip,2014-04-28 09:29:53
Stuart St,Trip,2014-04-28 09:29:53
Washington St,Trip,2014-04-28 09:29:53
Kneeland St,Trip,2014-04-28 09:29:53
Centre St,Trip,2014-04-29 12:58:19
Robinwood Ave,Trip,2014-04-29 12:58:19
S Huntington Ave,Trip,2014-04-29 12:58:19
Huntington Ave,Trip,2014-04-29 12:58:19
Riverway,Trip,2014-04-29 12:58:19
Netherlands Rd,Trip,2014-04-29 12:58:19
Autumn St,Trip,2014-04-29 12:58:19
Commonwealth Ave,Trip,2014-04-29 12:58:19
Soldiers Field Rd,Trip,2014-04-29 12:58:19
Boston University Brg,Trip,2014-04-29 12:58:19
Causeway St,Trip,2014-04-29 18:32:14
Merrimac St,Trip,2014-04-29 18:32:14
Longfellow Pl,Trip,2014-04-29 18:32:14
Staniford St,Trip,2014-04-29 18:32:14
Lynde St,Trip,2014-04-29 18:32:14
William Cardinal Oconnell Way,Trip,2014-04-29 18:32:14
Blossom St,Trip,2014-04-29 18:32:14
Emerson Pl,Trip,2014-04-29 18:32:14
Charles St,Trip,2014-04-29 18:32:14
Storrow Dr,Trip,2014-04-29 18:32:14
RT 28,Trip,2014-04-29 18:32:14
Cambridge St,Trip,2014-04-29 18:32:14
RT 3,Trip,2014-04-29 18:32:14
David G Mugar Way,Trip,2014-04-29 18:32:14
Charles River Sq,Trip,2014-04-29 18:32:14
Revere St,Trip,2014-04-29 18:32:14
Pinckney St,Trip,2014-04-29 18:32:14
Brimmer St,Trip,2014-04-29 18:32:14
Mt Vernon St,Trip,2014-04-29 18:32:14
Otis Pl,Trip,2014-04-29 18:32:14
Chestnut St,Trip,2014-04-29 18:32:14
Beaver Pl,Trip,2014-04-29 18:32:14
Beacon St,Trip,2014-04-29 18:32:14
Hereford St,Trip,2014-04-29 18:32:14
Massachusetts Ave,Trip,2014-04-29 18:32:14
Raleigh St,Trip,2014-04-29 18:32:14
Bay State Rd,Trip,2014-04-29 18:32:14
Deerfield St,Trip,2014-04-29 18:32:14
Sherborn St,Trip,2014-04-29 18:32:14
Silber Way,Trip,2014-04-29 18:32:14
Commonwealth Ave,Trip,2014-04-29 18:32:14
E 1st St,Trip,2014-05-03 08:37:47
W 1st St,Trip,2014-05-03 08:37:47
Pappas Way,Trip,2014-05-03 08:37:47
Summer St,Trip,2014-05-03 08:37:47
Drydock Ave,Trip,2014-05-03 08:37:47
Harbor St,Trip,2014-05-03 08:37:47
Northern Ave,Trip,2014-05-03 08:37:47
Seaport Blvd,Trip,2014-05-03 08:37:47
Thomson Pl,Trip,2014-05-03 08:37:47
Farnsworth St,Trip,2014-05-03 08:37:47
Sleeper St,Trip,2014-05-03 08:37:47
Atlantic Ave,Trip,2014-05-03 08:37:47
High St,Trip,2014-05-03 08:37:47
E India Row,Trip,2014-05-03 08:37:47
Milk St,Trip,2014-05-03 08:37:47
State St,Trip,2014-05-03 08:37:47
Commercial St,Trip,2014-05-03 08:37:47
Causeway St,Trip,2014-05-03 08:37:47
N Washington St,Trip,2014-05-03 08:37:47
Lomasney Way,Trip,2014-05-03 08:37:47
Nashua St,Trip,2014-05-03 08:37:47
Leverett Cir,Trip,2014-05-03 08:37:47
Charles St,Trip,2014-05-03 08:37:47
Storrow Dr,Trip,2014-05-03 08:37:47
RT 28,Trip,2014-05-03 08:37:47
Cambridge St,Trip,2014-05-03 08:37:47
RT 3,Trip,2014-05-03 08:37:47
David G Mugar Way,Trip,2014-05-03 08:37:47
Charles River Sq,Trip,2014-05-03 08:37:47
Revere St,Trip,2014-05-03 08:37:47
Pinckney St,Trip,2014-05-03 08:37:47
Brimmer St,Trip,2014-05-03 08:37:47
Mt Vernon St,Trip,2014-05-03 08:37:47
Otis Pl,Trip,2014-05-03 08:37:47
Chestnut St,Trip,2014-05-03 08:37:47
E 1st St,Trip,2014-05-03 08:39:42
W 1st St,Trip,2014-05-03 08:39:42
Pappas Way,Trip,2014-05-03 08:39:42
Summer St,Trip,2014-05-03 08:39:42
Drydock Ave,Trip,2014-05-03 08:39:42
Harbor St,Trip,2014-05-03 08:39:42
Northern Ave,Trip,2014-05-03 08:39:42
Seaport Blvd,Trip,2014-05-03 08:39:42
Thomson Pl,Trip,2014-05-03 08:39:42
Farnsworth St,Trip,2014-05-03 08:39:42
Sleeper St,Trip,2014-05-03 08:39:42
Atlantic Ave,Trip,2014-05-03 08:39:42
High St,Trip,2014-05-03 08:39:42
E India Row,Trip,2014-05-03 08:39:42
Milk St,Trip,2014-05-03 08:39:42
State St,Trip,2014-05-03 08:39:42
Commercial St,Trip,2014-05-03 08:39:42
Causeway St,Trip,2014-05-03 08:39:42
N Washington St,Trip,2014-05-03 08:39:42
Lomasney Way,Trip,2014-05-03 08:39:42
Nashua St,Trip,2014-05-03 08:39:42
Leverett Cir,Trip,2014-05-03 08:39:42
Charles St,Trip,2014-05-03 08:39:42
Storrow Dr,Trip,2014-05-03 08:39:42
RT 28,Trip,2014-05-03 08:39:42
Cambridge St,Trip,2014-05-03 08:39:42
RT 3,Trip,2014-05-03 08:39:42
David G Mugar Way,Trip,2014-05-03 08:39:42
Charles River Sq,Trip,2014-05-03 08:39:42
Revere St,Trip,2014-05-03 08:39:42
Pinckney St,Trip,2014-05-03 08:39:42
Brimmer St,Trip,2014-05-03 08:39:42
Mt Vernon St,Trip,2014-05-03 08:39:42
Otis Pl,Trip,2014-05-03 08:39:42
Chestnut St,Trip,2014-05-03 08:39:42
Call St,Trip,2014-05-04 22:19:34
Crosby Sq,Trip,2014-05-04 22:19:34
Gordon St,Trip,2014-05-04 22:19:34
Amory St,Trip,2014-05-04 22:19:34
Lamartine St,Trip,2014-05-04 22:19:34
Boylston St,Trip,2014-05-04 22:19:34
Centre St,Trip,2014-05-04 22:19:34
Columbus Ave,Trip,2014-05-04 22:19:34
Heath St,Trip,2014-05-04 22:19:34
New Heath St,Trip,2014-05-04 22:19:34
Terrace St,Trip,2014-05-04 22:19:34
Terrace Pl,Trip,2014-05-04 22:19:34
Elmwood St,Trip,2014-05-04 22:19:34
Station St,Trip,2014-05-04 22:19:34
Mindoro St,Trip,2014-05-04 22:19:34
Prentiss St,Trip,2014-05-04 22:19:34
Schroeder Plz,Trip,2014-05-04 22:19:34
Tremont St,Trip,2014-05-04 22:19:34
Ruggles St,Trip,2014-05-04 22:19:34
St Cyprians Pl,Trip,2014-05-04 22:19:34
Massachusetts Ave,Trip,2014-05-04 22:19:34
Columbus Sq,Trip,2014-05-04 22:19:34
Dartmouth St,Trip,2014-05-04 22:19:34
Clarendon St,Trip,2014-05-04 22:19:34
Cazenove St,Trip,2014-05-04 22:19:34
Berkeley St,Trip,2014-05-04 22:19:34
Stuart St,Trip,2014-05-04 22:19:34
Warrenton St,Trip,2014-05-04 22:19:34
Washington St,Trip,2014-05-04 22:19:34
Kneeland St,Trip,2014-05-04 22:19:34
Harrison Ave,Trip,2014-05-04 22:19:34
Hudson St,Trip,2014-05-04 22:19:34
Lincoln St,Trip,2014-05-04 22:19:34
Atlantic Ave,Trip,2014-05-04 22:19:34
Summer St,Trip,2014-05-04 22:19:34
Melcher St,Trip,2014-05-04 22:19:34
A St,Trip,2014-05-04 22:19:34
Melcher St,Trip,2014-05-04 22:22:23
Summer St,Trip,2014-05-04 22:22:23
Atlantic Ave,Trip,2014-05-04 22:22:23
Federal St,Trip,2014-05-04 22:22:23
South St,Trip,2014-05-04 22:22:23
Lincoln St,Trip,2014-05-04 22:22:23
Kingston St,Trip,2014-05-04 22:22:23
Edinboro St,Trip,2014-05-04 22:22:23
Beach St,Trip,2014-05-04 22:22:23
Hudson St,Trip,2014-05-04 22:22:23
Kneeland St,Trip,2014-05-04 22:22:23
Harrison Ave,Trip,2014-05-04 22:22:23
Washington St,Trip,2014-05-04 22:22:23
Stuart St,Trip,2014-05-04 22:22:23
Warrenton St,Trip,2014-05-04 22:22:23
Charles St S,Trip,2014-05-04 22:22:23
Boylston St,Trip,2014-05-04 22:22:23
Park Plz,Trip,2014-05-04 22:22:23
Columbus Ave,Trip,2014-05-04 22:22:23
Berkeley St,Trip,2014-05-04 22:22:23
Cazenove St,Trip,2014-05-04 22:22:23
Clarendon St,Trip,2014-05-04 22:22:23
Dartmouth St,Trip,2014-05-04 22:22:23
Columbus Sq,Trip,2014-05-04 22:22:23
Massachusetts Ave,Trip,2014-05-04 22:22:23
Camden St,Trip,2014-05-04 22:22:23
St Cyprians Pl,Trip,2014-05-04 22:22:23
Tremont St,Trip,2014-05-04 22:22:23
Ruggles St,Trip,2014-05-04 22:22:23
Schroeder Plz,Trip,2014-05-04 22:22:23
Prentiss St,Trip,2014-05-04 22:22:23
Mindoro St,Trip,2014-05-04 22:22:23
Station St,Trip,2014-05-04 22:22:23
Elmwood St,Trip,2014-05-04 22:22:23
Terrace St,Trip,2014-05-04 22:22:23
Terrace Pl,Trip,2014-05-04 22:22:23
New Heath St,Trip,2014-05-04 22:22:23
Heath St,Trip,2014-05-04 22:22:23
Centre St,Trip,2014-05-04 22:22:23
Lamartine St,Trip,2014-05-04 22:22:23
Amory St,Trip,2014-05-04 22:22:23
Green St,Trip,2014-05-04 22:22:23
Gordon St,Trip,2014-05-04 22:22:23
Everett St,Trip,2014-05-04 22:22:23
Crosby Sq,Trip,2014-05-04 22:22:23
Call St,Trip,2014-05-04 22:22:23
Child St,Trip,2014-05-04 22:22:23
Lee St,Trip,2014-05-04 22:22:23
Washington St,Trip,2014-05-07 12:11:43
Commonwealth Ave,Trip,2014-05-07 12:11:43
St Marys St,Trip,2014-05-07 12:11:43
Medfield St,Trip,2014-05-07 12:11:43
Keswick St,Trip,2014-05-07 12:11:43
Park Dr,Trip,2014-05-07 12:11:43
Riverway,Trip,2014-05-07 12:11:43
Fenway,Trip,2014-05-07 12:11:43
Evans Way,Trip,2014-05-07 12:11:43
Hemenway St,Trip,2014-05-07 12:11:43
Westland Ave,Trip,2014-05-07 12:11:43
Massachusetts Ave,Trip,2014-05-07 12:11:43
Shirley St,Trip,2014-05-07 12:11:43
Columbia Rd,Trip,2014-05-07 12:11:43
Washington St,Trip,2014-05-07 12:13:37
Commonwealth Ave,Trip,2014-05-07 12:13:37
St Marys St,Trip,2014-05-07 12:13:37
Medfield St,Trip,2014-05-07 12:13:37
Keswick St,Trip,2014-05-07 12:13:37
Park Dr,Trip,2014-05-07 12:13:37
Riverway,Trip,2014-05-07 12:13:37
Fenway,Trip,2014-05-07 12:13:37
Evans Way,Trip,2014-05-07 12:13:37
Hemenway St,Trip,2014-05-07 12:13:37
Westland Ave,Trip,2014-05-07 12:13:37
Massachusetts Ave,Trip,2014-05-07 12:13:37
Shirley St,Trip,2014-05-07 12:13:37
Columbia Rd,Trip,2014-05-07 12:13:37
Federal St,Trip,2014-05-11 10:11:06
Post Office Sq,Trip,2014-05-11 10:11:06
Devonshire St,Trip,2014-05-11 10:11:06
Franklin St,Trip,2014-05-11 10:11:06
Arch St,Trip,2014-05-11 10:11:06
Summer St,Trip,2014-05-11 10:11:06
Washington St,Trip,2014-05-11 10:11:06
Winter St,Trip,2014-05-11 10:11:06
Jackson Ave,Trip,2014-05-11 10:11:06
Tremont St,Trip,2014-05-11 10:11:06
Park St,Trip,2014-05-11 10:11:06
Beacon St,Trip,2014-05-11 10:11:06
Walnut St,Trip,2014-05-11 10:11:06
Beaver Pl,Trip,2014-05-11 10:11:06
Storrow Dr,Trip,2014-05-11 10:11:06
Hereford St,Trip,2014-05-11 10:11:06
Massachusetts Ave,Trip,2014-05-11 10:11:06
Raleigh St,Trip,2014-05-11 10:11:06
Bay State Rd,Trip,2014-05-11 10:11:06
Deerfield St,Trip,2014-05-11 10:11:06
Boston University Brg,Trip,2014-05-11 10:11:06
Soldiers Field Rd,Trip,2014-05-11 10:11:06
Brookline Ave,Trip,2014-05-11 23:15:20
Longwood Ave,Trip,2014-05-11 23:15:20
Commonwealth Ave,Trip,2014-05-11 23:15:20
Brighton Ave,Trip,2014-05-11 23:15:20
N Beacon St,Trip,2014-05-11 23:15:20
Arlington St,Trip,2014-05-11 23:15:20
Market St,Trip,2014-05-11 23:15:20
Chestnut Hill Ave,Trip,2014-05-11 23:15:20
Corey Rd,Trip,2014-05-11 23:15:20
Fenwood Rd,Trip,2014-05-11 23:15:20
Francis St,Trip,2014-05-11 23:15:20
Tremont St,Trip,2014-05-11 23:15:20
Columbus Ave,Trip,2014-05-11 23:15:20
New Dudley St,Trip,2014-05-11 23:15:20
Malcolm X Blvd,Trip,2014-05-11 23:15:20
Dudley St,Trip,2014-05-11 23:15:20
Warren St,Trip,2014-05-11 23:15:20
Harrison Ave,Trip,2014-05-11 23:15:20
E Springfield St,Trip,2014-05-11 23:15:20
E Newton St,Trip,2014-05-11 23:15:20
Washington St,Trip,2014-05-11 23:15:20
Kneeland St,Trip,2014-05-11 23:15:20
Water St,Trip,2014-05-11 23:15:20
Center Plz,Trip,2014-05-11 23:15:20
Cambridge St,Trip,2014-05-11 23:15:20
Beacon St,Trip,2014-05-11 23:15:20
Park Dr,Trip,2014-05-11 23:15:20
Riverway,Trip,2014-05-11 23:15:20
Boylston St,Trip,2014-05-11 23:15:20
Charlesgate E,Trip,2014-05-11 23:15:20
Fenway,Trip,2014-05-11 23:15:20
Avenue Louis Pasteur,Trip,2014-05-11 23:15:20
Pilgrim Rd,Trip,2014-05-11 23:15:20
Autumn St,Trip,2014-05-11 23:15:20
Binney St,Trip,2014-05-11 23:15:20
Florian St,Trip,2014-05-12 08:34:07
Southbourne Rd,Trip,2014-05-12 08:34:07
Hyde Park Ave,Trip,2014-05-12 08:34:07
Walk Hill St,Trip,2014-05-12 08:34:07
Chocorua St,Trip,2014-05-12 08:34:07
Asticou Rd,Trip,2014-05-12 08:34:07
South St,Trip,2014-05-12 08:34:07
St Mark St,Trip,2014-05-12 08:34:07
Anson St,Trip,2014-05-12 08:34:07
Spalding St,Trip,2014-05-12 08:34:07
Rosemary St,Trip,2014-05-12 08:34:07
Hall St,Trip,2014-05-12 08:34:07
Boynton St,Trip,2014-05-12 08:34:07
McBride St,Trip,2014-05-12 08:34:07
Call St,Trip,2014-05-12 08:34:07
Crosby Sq,Trip,2014-05-12 08:34:07
Everett St,Trip,2014-05-12 08:34:07
Amory St,Trip,2014-05-12 08:34:07
Gordon St,Trip,2014-05-12 08:34:07
Woolsey Sq,Trip,2014-05-12 08:34:07
Green St,Trip,2014-05-12 08:34:07
Lamartine St,Trip,2014-05-12 08:34:07
Boylston St,Trip,2014-05-12 08:34:07
Chestnut Ave,Trip,2014-05-12 08:34:07
Centre St,Trip,2014-05-12 08:34:07
Columbus Ave,Trip,2014-05-12 08:34:07
Heath St,Trip,2014-05-12 08:34:07
Highland St,Trip,2014-05-12 08:34:07
New Heath St,Trip,2014-05-12 08:34:07
Terrace St,Trip,2014-05-12 08:34:07
Terrace Pl,Trip,2014-05-12 08:34:07
Elmwood St,Trip,2014-05-12 08:34:07
Station St,Trip,2014-05-12 08:34:07
Mindoro St,Trip,2014-05-12 08:34:07
Prentiss St,Trip,2014-05-12 08:34:07
Tremont St,Trip,2014-05-12 08:34:07
Schroeder Plz,Trip,2014-05-12 08:34:07
Ruggles St,Trip,2014-05-12 08:34:07
Brainerd Rd,Trip,2014-05-12 10:28:37
Feneno Ter,Trip,2014-05-12 10:28:37
Royce Rd,Trip,2014-05-12 10:28:37
Commonwealth Ave,Trip,2014-05-12 10:28:37
Beacon St,Trip,2014-05-12 10:28:37
Charlesgate E,Trip,2014-05-12 10:28:37
Dartmouth St,Trip,2014-05-12 10:28:37
Arlington St,Trip,2014-05-12 10:28:37
Boylston St,Trip,2014-05-12 10:28:37
Charles St,Trip,2014-05-12 10:28:37
Ashford St,Trip,2014-05-13 18:40:36
Linden St,Trip,2014-05-13 18:40:36
Cambridge St,Trip,2014-05-13 18:40:36
Hooker St,Trip,2014-05-13 18:40:36
N Harvard St,Trip,2014-05-13 18:40:36
Western Ave,Trip,2014-05-13 18:40:36
Centre St,Trip,2014-05-19 15:42:58
Columbus Ave,Trip,2014-05-19 15:42:58
Heath St,Trip,2014-05-19 15:42:58
New Heath St,Trip,2014-05-19 15:42:58
Terrace St,Trip,2014-05-19 15:42:58
Terrace Pl,Trip,2014-05-19 15:42:58
Elmwood St,Trip,2014-05-19 15:42:58
Station St,Trip,2014-05-19 15:42:58
Mindoro St,Trip,2014-05-19 15:42:58
Prentiss St,Trip,2014-05-19 15:42:58
Schroeder Plz,Trip,2014-05-19 15:42:58
Tremont St,Trip,2014-05-19 15:42:58
Ruggles St,Trip,2014-05-19 15:42:58
St Cyprians Pl,Trip,2014-05-19 15:42:58
Massachusetts Ave,Trip,2014-05-19 15:42:58
Columbus Sq,Trip,2014-05-19 15:42:58
Dartmouth St,Trip,2014-05-19 15:42:58
Clarendon St,Trip,2014-05-19 15:42:58
Cazenove St,Trip,2014-05-19 15:42:58
Berkeley St,Trip,2014-05-19 15:42:58
Stuart St,Trip,2014-05-19 15:42:58
Boylston St,Trip,2014-05-19 15:42:58
Newbury St,Trip,2014-05-19 15:42:58
Commonwealth Ave,Trip,2014-05-19 15:42:58
Charlesgate E,Trip,2014-05-19 15:42:58
Beacon St,Trip,2014-05-19 15:42:58
Cummington St,Trip,2014-05-19 15:42:58
Chestnut Hill Ave,Trip,2014-05-19 15:42:58
Longfellow Brg,Trip,2014-05-21 10:39:37
Cambridge St,Trip,2014-05-21 10:39:37
David G Mugar Way,Trip,2014-05-21 10:39:37
Charles St,Trip,2014-05-21 10:39:37
W Cedar St,Trip,2014-05-21 10:39:37
Crosby Sq,Trip,2014-05-23 14:58:56
Call St,Trip,2014-05-23 14:58:56
Boynton St,Trip,2014-05-23 14:58:56
Hall St,Trip,2014-05-23 14:58:56
Rosemary St,Trip,2014-05-23 14:58:56
Anson St,Trip,2014-05-23 14:58:56
St Mark St,Trip,2014-05-23 14:58:56
South St,Trip,2014-05-23 14:58:56
Bussey St,Trip,2014-05-23 14:58:56
Walter St,Trip,2014-05-23 14:58:56
Weld St,Trip,2014-05-23 14:58:56
Hazelmere Rd,Trip,2014-05-23 14:58:56
Centre St,Trip,2014-05-23 14:58:56
W Roxbury Pky,Trip,2014-05-23 14:58:56
Parklawn Rd,Trip,2014-05-23 14:58:56
Sidley Rd,Trip,2014-05-23 14:58:56
Belgrade Ave,Trip,2014-05-23 14:58:56
Beech St,Trip,2014-05-23 14:58:56
Anawan Ave,Trip,2014-05-23 14:58:56
Clement Ave,Trip,2014-05-23 14:58:56
Colberg Ave,Trip,2014-05-23 14:58:56
Bellevue Hill Rd,Trip,2014-05-23 14:58:56
Nikisch Ave,Trip,2014-05-23 14:58:56
Liszt St,Trip,2014-05-23 14:58:56
Schubert St,Trip,2014-05-23 14:58:56
Washington St,Trip,2014-05-23 14:58:56
Blue Ledge Dr,Trip,2014-05-23 14:58:56
E Boundary Path,Trip,2014-05-23 14:58:56
Bold Knob Path,Trip,2014-05-23 14:58:56
Enneking Pky,Trip,2014-05-23 14:58:56
Mt Ash Rd,Trip,2014-05-23 14:58:56
US 1,Trip,2014-06-01 13:27:13
I 93,Trip,2014-06-01 13:27:13
Water St,Trip,2014-06-01 13:27:13
Charles River Ave,Trip,2014-06-01 13:27:13
Constitution Plz,Trip,2014-06-01 13:27:13
City Sq,Trip,2014-06-01 13:27:13
Constitution Rd,Trip,2014-06-01 13:27:13
Park St,Trip,2014-06-01 13:27:13
Putnam St,Trip,2014-06-01 13:27:13
Chestnut St,Trip,2014-06-01 13:27:13
Adams St,Trip,2014-06-01 13:27:13
Mt Vernon St,Trip,2014-06-01 13:27:13
Prospect St,Trip,2014-06-01 13:27:13
Tremont St,Trip,2014-06-01 13:27:13
Ferrin St,Trip,2014-06-01 13:27:13
Decatur St,Trip,2014-06-01 13:27:13
3rd Ave,Trip,2014-06-01 13:27:13
Chelsea St,Trip,2014-06-01 13:27:13
13th St,Trip,2014-06-01 13:27:13
16th St,Trip,2014-06-01 13:27:13
Alford St,Trip,2014-06-06 10:24:19
West St,Trip,2014-06-06 10:24:19
Main St,Trip,2014-06-06 10:24:19
Sever St,Trip,2014-06-06 10:24:19
Cambridge St,Trip,2014-06-06 10:24:19
Charles St,Trip,2014-06-06 10:24:19
Baldwin St,Trip,2014-06-06 10:24:19
Austin St,Trip,2014-06-06 10:24:19
City Sq,Trip,2014-06-06 10:24:19
Park St,Trip,2014-06-06 10:24:19
Harvard St,Trip,2014-06-06 10:24:19
Rutherford Ave,Trip,2014-06-06 10:24:19
Washington St,Trip,2014-06-06 10:24:19
Union St,Trip,2014-06-06 10:24:19
Gilmore Brg,Trip,2014-06-06 10:24:19
I 93,Trip,2014-06-06 10:24:19
Leverett Circle Conn,Trip,2014-06-06 10:24:19
Western Ave,Trip,2014-06-13 09:08:02
Leo M Birmingham Pky,Trip,2014-06-13 09:08:02
Alford St,Trip,2014-06-16 09:22:17
West St,Trip,2014-06-16 09:22:17
Sever St,Trip,2014-06-16 09:22:17
Cambridge St,Trip,2014-06-16 09:22:17
Main St,Trip,2014-06-16 09:22:17
Charles St,Trip,2014-06-16 09:22:17
Baldwin St,Trip,2014-06-16 09:22:17
City Sq,Trip,2014-06-16 09:22:17
Park St,Trip,2014-06-16 09:22:17
Chelsea St,Trip,2014-06-16 09:22:17
Charles River Ave,Trip,2014-06-16 09:22:17
Charlestown Brg,Trip,2014-06-16 09:22:17
N Washington St,Trip,2014-06-16 09:22:17
Causeway St,Trip,2014-06-16 09:22:17
Medford St,Trip,2014-06-16 09:22:17
Cooper St,Trip,2014-06-16 09:22:17
Canal St,Trip,2014-06-16 09:22:17
Friend St,Trip,2014-06-16 09:22:17
Portland St,Trip,2014-06-16 09:22:17
New Chardon St,Trip,2014-06-16 09:22:17
Stuart St,Trip,2014-06-18 08:16:05
Clarendon St,Trip,2014-06-18 08:16:05
Columbus Ave,Trip,2014-06-18 08:16:05
Yarmouth St,Trip,2014-06-18 08:16:05
Massachusetts Ave,Trip,2014-06-18 08:16:05
St Cyprians Pl,Trip,2014-06-18 08:16:05
Tremont St,Trip,2014-06-18 08:16:05
Ruggles St,Trip,2014-06-18 08:16:05
Schroeder Plz,Trip,2014-06-18 08:16:05
Prentiss St,Trip,2014-06-18 08:16:05
Mindoro St,Trip,2014-06-18 08:16:05
Station St,Trip,2014-06-18 08:16:05
Elmwood St,Trip,2014-06-18 08:16:05
Terrace St,Trip,2014-06-18 08:16:05
Terrace Pl,Trip,2014-06-18 08:16:05
New Heath St,Trip,2014-06-18 08:16:05
Highland St,Trip,2014-06-18 08:16:05
Heath St,Trip,2014-06-18 08:16:05
Centre St,Trip,2014-06-18 08:16:05
Lamartine St,Trip,2014-06-18 08:16:05
Chestnut Ave,Trip,2014-06-18 08:16:05
Lawndale Ter,Trip,2014-06-18 08:16:05
Amory St,Trip,2014-06-18 08:16:05
Green St,Trip,2014-06-18 08:16:05
Woolsey Sq,Trip,2014-06-18 08:16:05
Gordon St,Trip,2014-06-18 08:16:05
Everett St,Trip,2014-06-18 08:16:05
Call St,Trip,2014-06-18 08:16:05
Crosby Sq,Trip,2014-06-18 08:16:05
Perkins St,Trip,2014-06-22 15:59:44
Jamaicaway,Trip,2014-06-22 15:59:44
Jamaicaway Ct,Trip,2014-06-22 15:59:44
Pond St,Trip,2014-06-22 15:59:44
Burroughs St,Trip,2014-06-22 15:59:44
Eliot St,Trip,2014-06-22 15:59:44
Centre St,Trip,2014-06-22 15:59:44
South St,Trip,2014-06-22 15:59:44
St Mark St,Trip,2014-06-22 15:59:44
Washington St,Trip,2014-06-22 15:59:44
Hyde Park Ave,Trip,2014-06-22 15:59:44
Walk Hill St,Trip,2014-06-22 15:59:44
Bourne St,Trip,2014-06-22 15:59:44
Soldiers Field Rd,Trip,2014-07-02 10:58:52
Commonwealth Ave,Trip,2014-07-02 10:58:52
Beacon St,Trip,2014-07-02 10:58:52
Park Dr,Trip,2014-07-02 10:58:52
Aberdeen St,Trip,2014-07-02 10:58:52
Miner St,Trip,2014-07-02 10:58:52
Cummington St,Trip,2014-07-02 10:58:52
Charlesgate E,Trip,2014-07-02 10:58:52
Marlborough St,Trip,2014-07-02 10:58:52
Massachusetts Ave,Trip,2014-07-02 10:58:52
N Harvard St,Trip,2014-07-02 11:02:39
Soldiers Field Rd,Trip,2014-07-02 11:02:39
Harvard Way,Trip,2014-07-02 11:02:39
Western Ave,Trip,2014-07-02 11:02:39
Cambridge St,Trip,2014-07-02 11:02:39
Boston University Brg,Trip,2014-07-02 11:02:39
Storrow Dr,Trip,2014-07-02 11:02:39
Bay State Rd,Trip,2014-07-02 11:02:39
Commonwealth Ave,Trip,2014-07-02 11:02:39
Babbitt St,Trip,2014-07-02 11:02:39
Mountfort St,Trip,2014-07-02 11:02:39
Park Dr,Trip,2014-07-02 11:02:39
