Start Calendar Date,Start Standard Time,Cad Agency Identifier,Measure By Cad Event Type Cad Event Type Code,Cad Event Type Case Number,Cad Event Type,Cad Event Number,Udo Event Location Full Street Address,Udosam Neighborhood,Latitude,Longitude
2015-02-28T00:00:00,10:20:00 PM,BPD,DISTRB,201,DISTURBANCE,P150105474,87 ALEXANDER ST,Roxbury,40.91045677106422,-74.64216493366393
2015-02-28T00:00:00,10:26:23 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104388,6 ALDO TER,Hyde Park,42.250233985810894,-71.11899629224428
2015-02-28T00:00:00,10:33:35 AM,BPD,LARCENY,201,LARCENY,P150104395,218 BLUE HILL AVE,Roxbury,42.31703406706964,-71.07801423786594
2015-02-28T00:00:00,10:33:35 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150104395,218 BLUE HILL AVE,Roxbury,42.31703406706964,-71.07801423786594
2015-02-28T00:00:00,10:40:57 PM,BPD,CD19,201,Walk and Talk,P150105495,1592 BLUE HILL AVE,Mattapan,42.26934717293477,-71.09361587906875
2015-02-28T00:00:00,10:47:46 PM,BPD,EDP,201,EMOTIONALLY DISTURBED PERSON,P150105507,829 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,10:50:18 AM,BPD,CD11,201,Warrant Service,P150104411,254 BELGRADE AVE,Roslindale,42.2860722544321,-71.14174003077699
2015-02-28T00:00:00,10:55:40 PM,BPD,UNKEMS,201,UNABLE TO DETERMINE IF CONS/MOVING   (E) (F) (P),P150105513,69 BOSTON ST,Dorchester,42.32698286756636,-71.05916290724156
2015-02-28T00:00:00,10:56:30 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150104416,317 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-02-28T00:00:00,11:01:39 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150105523,71 ALLANDALE ST,Jamaica Plain,42.301380089820384,-71.13121002632084
2015-02-28T00:00:00,11:09:48 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104437,569 BOYLSTON ST,Boston,42.35038686406364,-71.07632729676652
2015-02-28T00:00:00,11:15:04 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150104440,22 BEECHWOOD ST,Dorchester,42.30552161892865,-71.07456084840362
2015-02-28T00:00:00,11:16:07 AM,BPD,TS,201,TRAFFIC STOP,P150104442,655 BOYLSTON ST,Boston,42.349796895311556,-71.07847745437022
2015-02-28T00:00:00,11:23:29 PM,BPD,CD35,201,License Check,P150105546,1 APPLETON ST,South End,53.35471023400049,-2.568479980999598
2015-02-28T00:00:00,11:25:01 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150104458,670 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-02-28T00:00:00,11:30:07 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105554,420 BORDER ST,East Boston,42.38109374318282,-71.0403326306456
2015-02-28T00:00:00,11:30:08 PM,BPD,CD35,201,License Check,P150105548,3 APPLETON ST,South End,53.35471023400049,-2.568479980999598
2015-02-28T00:00:00,11:41:49 AM,BPD,REQP,201,Request BPD Response,P150104481,200 BENNINGTON ST,East Boston,42.377625653402276,-71.03170979237223
2015-02-28T00:00:00,11:41:56 AM,BPD,REQP,201,Request BPD Response,P150104482,200 BENNINGTON ST,East Boston,42.377625653402276,-71.03170979237223
2015-02-28T00:00:00,11:42:46 AM,BPD,VIORDR,201,VIOLATION OF THE RESTRAINING ORDER,P150104488,14 CASTLEGATE RD,Roxbury,44.80939086900048,-65.16763099999963
2015-02-28T00:00:00,11:45:18 PM,BPD,INVEST,201,INVESTIGATION,P150105558,333 BORDER ST,East Boston,42.3789361077163,-71.04001458090738
2015-02-28T00:00:00,11:52:39 AM,BPD,INJOFF,201,INJURED OFFICER,P150104496,965 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-02-28T00:00:00,12:01:54 AM,BPD,VAND,201,VANDALISM,P150104512,23 BRUSH HILL TER,Hyde Park,42.245033737917765,-71.11600612108481
2015-02-28T00:00:00,12:05:19 AM,BPD,INVEST,201,INVESTIGATION,P150103841,99 CAUSEWAY ST,Boston,42.364926603780816,-71.06220496208852
2015-02-28T00:00:00,12:09:48 AM,BPD,LARCENY,201,LARCENY,P150104524,221 BEACON ST,Boston,42.354002724147506,-71.07767316188608
2015-02-28T00:00:00,12:11:42 AM,BPD,CD19,201,Walk and Talk,P150103854,650 AMERICAN LEGION HWY,Roslindale,42.284652277082046,-71.1115428127498
2015-02-28T00:00:00,12:19:12 AM,BPD,CD19,201,Walk and Talk,P150104536,700 AMERICAN LEGION HWY,Roslindale,42.283403510864446,-71.1133175672511
2015-02-28T00:00:00,12:20:20 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104540,1350 BLUE HILL AVE,Mattapan,42.27746816612404,-71.09333382379612
2015-02-28T00:00:00,12:20:22 AM,BPD,FIGHT,201,FIGHT,P150103874,93 BRENT ST,Dorchester,42.290192814048226,-71.06614343057407
2015-02-28T00:00:00,12:24:37 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150104545,31 CASPAR ST,Roxbury,42.29093142634537,-71.16611885729861
2015-02-28T00:00:00,12:26:33 AM,BPD,VAND,201,VANDALISM,P150104547,72 BROOK ST,Roslindale,42.284285004750245,-71.11462338286202
2015-02-28T00:00:00,12:28:47 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104553,268 ADAMS ST,Dorchester,39.128535902411045,-89.81593781797517
2015-02-28T00:00:00,12:29:14 AM,BPD,LARCENY,201,LARCENY,P150104551,52 BENNINGTON ST,East Boston,42.37564603333885,-71.03701144152399
2015-02-28T00:00:00,12:30:11 AM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150103890,469 ASHMONT ST,Dorchester,42.28862225421477,-71.05386241102065
2015-02-28T00:00:00,12:34:45 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150104563,587 BOYLSTON ST,Boston,42.350204114629264,-71.07703281041506
2015-02-28T00:00:00,12:55:10 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150104602,1350 BLUE HILL AVE,Mattapan,42.27746816612404,-71.09333382379612
2015-03-01T00:00:00,01:02:31 PM,BPD,CD5,201,Prisoner Transport,P150106394,450 CANTERBURY ST,Mattapan,51.27597021100047,1.0756100820004235
2015-03-01T00:00:00,01:03:32 AM,BPD,DISTRB,201,DISTURBANCE,P150105695,101 CANAL ST,Boston,42.36457587897473,-71.06008292358723
2015-03-01T00:00:00,01:04:11 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150106397,70 ANNUNCIATION RD,Mission Hill,42.334696233145735,-71.09346792530368
2015-03-01T00:00:00,01:08:12 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106406,333 BORDER ST,East Boston,42.3789361077163,-71.04001458090738
2015-03-01T00:00:00,01:10:53 AM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150105702,25 BAILEY ST,Dorchester,42.28356258474656,-71.06944241273635
2015-03-01T00:00:00,01:16:00 AM,BPD,CD19,201,Walk and Talk,P150105709,801 ALBANY ST,Roxbury,42.33275533429236,-71.07452625688046
2015-03-01T00:00:00,01:21:43 AM,BPD,VAND,201,VANDALISM,P150105717,70 ANNUNCIATION RD,Mission Hill,42.334696233145735,-71.09346792530368
2015-03-01T00:00:00,01:28:42 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150105733,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-03-01T00:00:00,01:29:21 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150105736,141 BEACON ST,Boston,42.25659458127598,-71.11090496948793
2015-03-01T00:00:00,01:30:00 AM,BPD,REQEP,201,Request EMS and BPD Response,P150105734,103 ARCH ST,Boston,42.3547424893755,-71.05878034913297
2015-03-01T00:00:00,01:35:49 AM,BPD,ALARM,201,ALARM,P150105745,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-03-01T00:00:00,01:37:50 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106457,49 ARMANDINE ST,Dorchester,42.28448671459131,-71.07342585092147
2015-03-01T00:00:00,01:43:28 PM,BPD,CD19,201,Walk and Talk,P150106455,2 BOYLSTON ST,Boston,42.31937435124644,-71.11128522263408
2015-03-01T00:00:00,01:58:27 AM,BPD,ALARM,201,ALARM,P150105780,625 AMERICAN LEGION HWY,Roslindale,42.28536360125031,-71.11071714787727
2015-03-01T00:00:00,01:58:36 PM,BPD,BOMB,201,BOMB,P150106471,700 BOYLSTON ST,Boston,42.34953066540896,-71.07927306659792
2015-03-01T00:00:00,02:10:19 AM,BPD,DISTRB,201,DISTURBANCE,P150105805,1179 BOYLSTON ST,Fenway/Kenmore,59.889795551000475,10.774045039000441
2015-03-01T00:00:00,02:26:47 AM,BPD,FIGHT,201,FIGHT,P150105845,849 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-03-01T00:00:00,02:29:17 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106514,9 BRADFORD ST,South End,51.34834017600048,-2.2517698319995816
2015-03-01T00:00:00,02:29:17 PM,BPD,SNOW,201,SNOW EMERGENCY,P150106514,9 BRADFORD ST,South End,51.34834017600048,-2.2517698319995816
2015-03-01T00:00:00,02:30:45 AM,BPD,ARREST,201,ARREST REPORT,P150105851,911 BOYLSTON ST,Boston,42.34821596449626,-71.08431837119508
2015-03-01T00:00:00,02:30:45 AM,BPD,BE,201,BREAKING AND ENTERING,P150105851,911 BOYLSTON ST,Boston,42.34821596449626,-71.08431837119508
2015-03-01T00:00:00,02:30:45 AM,BPD,VAND,201,VANDALISM,P150105851,911 BOYLSTON ST,Boston,42.34821596449626,-71.08431837119508
2015-03-01T00:00:00,02:32:14 AM,BPD,DISTRB,201,DISTURBANCE,P150105859,6 CAWFIELD ST,Dorchester,42.31979262952734,-71.0637478362928
2015-03-01T00:00:00,02:33:03 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150105863,212 ASHMONT ST,Dorchester,42.286056122393234,-71.06330766491601
2015-03-01T00:00:00,02:39:18 PM,BPD,ALARM,201,ALARM,P150106531,1182 BLUE HILL AVE,Mattapan,42.28402817815902,-71.09138541290565
2015-03-01T00:00:00,02:43:41 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150105876,471 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-03-01T00:00:00,02:45:24 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106541,53 ASHTON ST,Mattapan,50.10880016700048,-5.354919868999559
2015-03-01T00:00:00,02:52:59 AM,BPD,ARREST,201,ARREST REPORT,P150105891,484 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-03-01T00:00:00,02:52:59 AM,BPD,ROBBERY,201,ROBBERY,P150105891,484 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-03-01T00:00:00,03:00:06 AM,BPD,FIGHT,201,FIGHT,P150105896,66 BEACH ST,Boston,42.35117870993059,-71.05968243929232
2015-03-01T00:00:00,03:06:06 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150105912,38 AUSTIN ST,Charlestown,42.37477260367382,-71.06591182187225
2015-03-01T00:00:00,03:07:06 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150105915,56 BOWDOIN AVE,Dorchester,42.30117405963625,-71.07460463549472
2015-03-01T00:00:00,03:18:42 AM,BPD,BE,201,BREAKING AND ENTERING,P150105919,309 ADAMS ST,Dorchester,42.29899509494879,-71.05777786405639
2015-03-01T00:00:00,03:41:09 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150106584,19 BOARDMAN ST,East Boston,42.38767355109462,-71.00871140001027
2015-03-01T00:00:00,03:46:56 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106587,439 ADAMS ST,Dorchester,39.13252980690618,-89.81980280465496
2015-03-01T00:00:00,03:54:23 AM,BPD,DISTRB,201,DISTURBANCE,P150105951,430 ADAMS ST,Dorchester,42.294550744322464,-71.05648269911643
2015-03-01T00:00:00,04:04:35 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106608,333 BORDER ST,East Boston,42.3789361077163,-71.04001458090738
2015-03-01T00:00:00,04:19:18 PM,BPD,IVPREM,201,INVESTIGATE PREMISE,P150106638,645 BEACON ST,Fenway/Kenmore,50.206740038000476,-5.2872799419996
2015-03-01T00:00:00,04:39:06 PM,BPD,CD19,201,Walk and Talk,P150106663,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-03-01T00:00:00,04:45:04 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150106669,19 BOARDMAN ST,East Boston,42.38767355109462,-71.00871140001027
2015-03-01T00:00:00,04:59:21 PM,BPD,CD9,201,Station Assignment,P150106690,129 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-03-01T00:00:00,04:59:23 AM,BPD,ABAN,201,ABANDONED CALL  (P),P150105972,19 BRADLEE ST,Dorchester,42.297286260753424,-71.07360791147511
2015-03-01T00:00:00,05:00:28 PM,BPD,AB,201,ASSAULT AND BATTERY,P150106698,4 ANTRIM ST,East Boston,42.387113607108404,-71.00578701066121
2015-03-01T00:00:00,05:01:24 PM,BPD,LARCENY,201,LARCENY,P150106693,292 BELGRADE AVE,Roslindale,42.286031924334964,-71.14339009877324
2015-03-01T00:00:00,05:01:56 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106695,1614 BLUE HILL AVE,Mattapan,42.268887256043115,-71.09364260152404
2015-03-01T00:00:00,05:04:05 PM,BPD,CD19,201,Walk and Talk,P150106700,39 BOYLSTON ST,Boston,42.31800313603702,-71.10852205115094
2015-03-01T00:00:00,05:06:22 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106705,222 CAMBRIDGE ST,Boston,42.360815958290914,-71.11794009335978
2015-03-01T00:00:00,05:06:59 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106710,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-03-01T00:00:00,05:06:59 PM,BPD,REQP,201,Request BPD Response,P150106710,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-03-01T00:00:00,05:07:59 PM,BPD,UNKEMS,201,UNABLE TO DETERMINE IF CONS/MOVING   (E) (F) (P),P150106707,730 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-03-01T00:00:00,05:24:16 PM,BPD,CARDIAC,201,CARDIAC EVENT,P150106736,34 ANNUNCIATION RD,Mission Hill,42.33557493913321,-71.09271477996231
2015-03-01T00:00:00,05:26:49 PM,BPD,TESTBPD,,TEST CALL,P150106740,89 BURRELL ST,Roxbury,42.32367351442224,-71.06849062783937
2015-03-01T00:00:00,05:28:02 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106750,824 BLUE HILL AVE,Mattapan,42.267262299816366,-71.09459831915626
2015-03-01T00:00:00,05:33:53 PM,BPD,ALARM,201,ALARM,P150106755,19 CALDER ST,Mattapan,55.85124987400047,-3.5720299079995925
2015-03-01T00:00:00,05:38:43 PM,BPD,SSA,201,SHOT SPOTTER ACTIVATION,P150106758,1181 BLUE HILL AVE,Mattapan,42.28397049204568,-71.09167453864825
2015-03-01T00:00:00,05:38:43 PM,BPD,SSA,201,SHOT SPOTTER ACTIVATION,P150106759,1181 BLUE HILL AVE,Mattapan,42.28397049204568,-71.09167453864825
2015-03-01T00:00:00,05:43:25 AM,BPD,ALARM,201,ALARM,P150105989,300 BOYLSTON ST,Boston,42.35201273310224,-71.06992406714119
2015-03-01T00:00:00,05:45:08 AM,BPD,ALARM,201,ALARM,P150105991,659 BOYLSTON ST,Boston,42.349776154247195,-71.07855811456454
2015-03-01T00:00:00,05:45:10 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150105993,313 BUNKER HILL ST,Charlestown,42.380858762922685,-71.06641023334475
2015-03-01T00:00:00,05:57:29 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150105997,28 CEDAR PARK,Roxbury,42.32670286364731,-71.09386041732358
2015-03-01T00:00:00,06:05:22 PM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106797,363 ALBANY ST,South End,-33.969619980999596,25.625989797000443
2015-03-01T00:00:00,06:12:29 AM,BPD,BE,201,BREAKING AND ENTERING,P150106001,31 BRUNSWICK ST,Roxbury,44.80939086900048,-65.16763099999963
2015-03-01T00:00:00,06:12:42 PM,BPD,INVEST,201,INVESTIGATION,P150106815,330-334 BOYLSTON ST,Boston,42.351652205685866,-71.07145355583611
2015-03-01T00:00:00,06:14:49 PM,BPD,CD7,201,Escort Duty,P150106812,49 BLUE HILL AVE,Roxbury,42.323527174940295,-71.07627890064992
2015-03-01T00:00:00,06:18:33 AM,BPD,AB,201,ASSAULT AND BATTERY,P150106003,55 BROOKLEDGE ST,Roxbury,44.80939086900048,-65.16763099999963
2015-03-01T00:00:00,06:25:27 PM,BPD,LARCENY,201,LARCENY,P150106837,69 BOSTON ST,Dorchester,42.32698286756636,-71.05916290724156
2015-03-01T00:00:00,06:29:19 PM,BPD,VAND,201,VANDALISM,P150106843,304 BUNKER HILL ST,Charlestown,42.38063310953146,-71.06609272949504
2015-03-01T00:00:00,06:35:54 PM,BPD,FIGHT,201,FIGHT,P150106851,250 CAMBRIDGE ST,Boston,42.36111230289157,-71.06748007674332
2015-03-01T00:00:00,06:46:27 PM,BPD,PROP,201,PROPERTY,P150106866,911 BOYLSTON ST,Boston,42.34821596449626,-71.08431837119508
2015-03-01T00:00:00,06:57:31 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106889,38 BEACON ST,Boston,42.253574450101894,-71.1162354248242
2015-03-01T00:00:00,07:00:40 AM,BPD,FO,201,OTHER TYPE FIRE,P150106015,14 BRANTON ST,Dorchester,42.28354184368226,-71.0525879871451
2015-03-01T00:00:00,07:02:52 PM,BPD,SS,201,SUSPECT STOP,P150106891,40 BOYLSTON ST,Boston,42.3523019559716,-71.06384232356356
2015-03-01T00:00:00,07:06:28 PM,BPD,ALARM,201,ALARM,P150106902,671 BOYLSTON ST,Boston,42.349705865034764,-71.07880815936824
2015-03-01T00:00:00,07:18:51 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106916,243 BOWDOIN ST,Dorchester,42.306075866609035,-71.06716089475867
2015-03-01T00:00:00,07:21:52 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106028,15 BOYLSTON ST,Jamaica Plain,42.318774012411836,-71.11037261490344
2015-03-01T00:00:00,07:26:20 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106035,951 BENNINGTON ST,East Boston,42.386043072131145,-71.00857082158535
2015-03-01T00:00:00,07:28:20 PM,BPD,CD9,201,Station Assignment,P150106928,125 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-03-01T00:00:00,07:32:52 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106040,951 BENNINGTON ST,East Boston,42.386043072131145,-71.00857082158535
2015-03-01T00:00:00,07:33:01 PM,BPD,ALARM,201,ALARM,P150106933,64 BLUE HILL AVE,Roxbury,42.32294181521371,-71.07659232157755
2015-03-01T00:00:00,07:36:00 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106939,1150 BENNINGTON ST,East Boston,42.388520175566725,-71.0002117355823
2015-03-01T00:00:00,07:39:36 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106942,40 ARBUTUS ST,Mattapan,42.267262299816366,-71.09459831915626
2015-03-01T00:00:00,07:39:46 AM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150106045,952 BENNINGTON ST,East Boston,42.38620114866518,-71.0082954896443
2015-03-01T00:00:00,07:42:31 PM,BPD,CD9,201,Station Assignment,P150106944,129 AMORY ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-03-01T00:00:00,07:44:32 PM,BPD,INVEST,201,INVESTIGATION,P150106958,14 BAKER AVE,Dorchester,42.31231892967594,-71.07096688141564
2015-03-01T00:00:00,07:45:28 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106949,49 BLUE HILL AVE,Roxbury,42.323527174940295,-71.07627890064992
2015-03-01T00:00:00,07:48:14 PM,BPD,LARCENY,201,LARCENY,P150106954,955 BOYLSTON ST,Boston,42.3478161232166,-71.08573683048951
2015-03-01T00:00:00,07:54:01 PM,BPD,UNCONS,201,UNCONSCIOUS PERSON   (E) (F) (P),P150106962,587 BOYLSTON ST,Boston,42.350204114629264,-71.07703281041506
2015-03-01T00:00:00,07:56:44 PM,BPD,VAND,201,VANDALISM,P150106970,101 CANAL ST,Boston,42.36457587897473,-71.06008292358723
2015-03-01T00:00:00,08:08:35 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150106984,11 BEACON ST,Boston,42.35826616715099,-71.0614651662836
2015-03-01T00:00:00,08:10:26 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106070,134 CAMDEN ST,Roxbury,42.33824527000428,-71.08176721938088
2015-03-01T00:00:00,08:24:35 PM,BPD,AB,201,ASSAULT AND BATTERY,P150107008,76 ATHERTON ST,Jamaica Plain,42.31870487523088,-71.10204622735068
2015-03-01T00:00:00,08:24:46 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150107009,151 CAMBRIDGE ST,Boston,42.361277079374815,-71.06496234103838
2015-03-01T00:00:00,08:26:45 PM,BPD,DISTRB,201,DISTURBANCE,P150107013,1 ARCADIA ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-03-01T00:00:00,08:31:21 PM,BPD,AB,201,ASSAULT AND BATTERY,P150107024,14 BEETHOVEN ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-03-01T00:00:00,08:31:21 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150107024,14 BEETHOVEN ST,Jamaica Plain,43.27924267491062,-90.04401964039334
2015-03-01T00:00:00,08:33:04 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106084,66 BELLEVUE ST,Dorchester,42.308935830325424,-71.06910248968734
2015-03-01T00:00:00,08:34:48 AM,BPD,BE,201,BREAKING AND ENTERING,P150106089,131 CAMBRIDGE ST,Boston,42.36129666840759,-71.06398174905763
2015-03-01T00:00:00,08:37:36 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106093,37 BOYNTON ST,Jamaica Plain,42.30536145237022,-71.11280047326244
2015-03-01T00:00:00,08:38:52 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106090,58 BOWDOIN AVE,Dorchester,42.30117405963625,-71.07460463549472
2015-03-01T00:00:00,08:40:43 AM,BPD,BE,201,BREAKING AND ENTERING,P150106096,310 BOYLSTON ST,Boston,42.351719096360284,-71.07120163414726
2015-03-01T00:00:00,08:42:28 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106097,321 BUNKER HILL ST,Charlestown,42.38110992468438,-71.06690122451107
2015-03-01T00:00:00,08:44:39 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150106099,66 CANAL ST,Boston,42.363953961807,-71.05948361537571
2015-03-01T00:00:00,08:46:01 PM,BPD,ARREST,201,ARREST REPORT,P150107034,46 BENNINGTON ST,East Boston,42.37551582589572,-71.0373214054577
2015-03-01T00:00:00,08:46:01 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150107034,46 BENNINGTON ST,East Boston,42.37551582589572,-71.0373214054577
2015-03-01T00:00:00,08:46:01 PM,BPD,IVPER,201,INVESTIGATE PERSON,P150107034,46 BENNINGTON ST,East Boston,42.37551582589572,-71.0373214054577
2015-03-01T00:00:00,08:54:12 PM,BPD,CD16,201,Tagging,P150107041,700 BENNINGTON ST,East Boston,42.3846660958647,-71.012880355743
2015-03-01T00:00:00,08:55:16 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150107042,254 BENNINGTON ST,East Boston,42.37854517422153,-71.02929230499507
2015-03-01T00:00:00,08:58:57 AM,BPD,ALARM,201,ALARM,P150106103,216 BORDER ST,East Boston,42.37542195466057,-71.03976828447793
2015-03-01T00:00:00,09:01:46 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150106106,12 AMERICAN LEGION HWY,Mattapan,42.267262299816366,-71.09459831915626
2015-03-01T00:00:00,09:02:12 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150106104,1575 BLUE HILL AVE,Mattapan,42.26997026821442,-71.09379819413056
2015-03-01T00:00:00,09:21:56 AM,BPD,CD11,201,Warrant Service,P150106121,254 BELGRADE AVE,Roslindale,42.2860722544321,-71.14174003077699
2015-03-01T00:00:00,09:22:46 AM,BPD,IVPER,201,INVESTIGATE PERSON,P150106125,2 BISMARCK ST,Mattapan,42.26950474674777,-71.09952503465183
2015-03-01T00:00:00,09:33:29 AM,BPD,ALARM,201,ALARM,P150106138,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-03-01T00:00:00,09:33:36 PM,BPD,UNCONS,201,UNCONSCIOUS PERSON   (E) (F) (P),P150107076,67 BURRELL ST,Roxbury,42.3232931155859,-71.06952892302058
2015-03-01T00:00:00,09:35:56 PM,BPD,DISTRB,201,DISTURBANCE,P150107081,322 BLUE HILL AVE,Roxbury,38.55271384406973,-97.4274098542806
2015-03-01T00:00:00,09:36:55 PM,BPD,ALARM,201,ALARM,P150107085,55 AINSWORTH ST,Roslindale,42.289313623326166,-71.14113393088536
2015-03-01T00:00:00,09:37:18 PM,BPD,ABAN,201,ABANDONED CALL  (P),P150107079,71 ALLANDALE ST,Jamaica Plain,42.301380089820384,-71.13121002632084
2015-03-01T00:00:00,09:44:23 AM,BPD,BE,201,BREAKING AND ENTERING,P150106151,669 BENNINGTON ST,East Boston,42.384012751888065,-71.01453157577077
2015-03-01T00:00:00,09:50:00 AM,BPD,ALARM,201,ALARM,P150106167,190 BOSTON ST,Dorchester,42.32330939331496,-71.0603854780066
2015-03-01T00:00:00,10:15:49 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106193,303 BUNKER HILL ST,Charlestown,42.380795581052325,-71.06629783607548
2015-03-01T00:00:00,10:18:31 PM,BPD,FO,201,OTHER TYPE FIRE,P150107116,21 BODWELL ST,Dorchester,42.312927334529945,-71.07018217796434
2015-03-01T00:00:00,10:20:26 PM,BPD,FO,201,OTHER TYPE FIRE,P150107117,21 BODWELL ST,Dorchester,42.312927334529945,-71.07018217796434
2015-03-01T00:00:00,10:27:13 PM,BPD,LOCKOUT,201,LOCKOUT LOCKIN,P150107125,195 ASHMONT ST,Dorchester,42.28583257971087,-71.06395409490472
2015-03-01T00:00:00,10:36:25 PM,BPD,MVA,201,MOTOR VEHICLE ACCIDENT,P150107133,28 BULLARD ST,Dorchester,42.30226296596419,-71.07339934880008
2015-03-01T00:00:00,10:41:50 PM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150107139,17 BRANCH ST,Boston,42.35674551789242,-71.06931743664956
2015-03-01T00:00:00,10:50:05 PM,BPD,LARCENY,201,LARCENY,P150107147,800 BOYLSTON ST,Boston,42.348601979598754,-71.0827236133033
2015-03-01T00:00:00,10:51:54 AM,BPD,MISC,201,MISCELLANEOUS CALLS,P150106229,500 ATLANTIC AVE,Boston,42.35420322170239,-71.052397860572
2015-03-01T00:00:00,10:52:47 AM,BPD,IVMV,201,INVESTIGATE MOTOR VEHICLE,P150106232,134 CAMDEN ST,Roxbury,42.33824527000428,-71.08176721938088
