routeid,created_utc,activitytype,latitude,longitude,distance_m,n_points
61019c2444f00da2085dd40d84032768,2010-04-16 19:57:49.699000,Running,42.359576,-71.070101,2393.1014696934494,26
178f647e3784bf7663f0b9c9504c708e,2010-04-16 20:02:17.689000,Running,42.360151,-71.053374,1526.7667622222575,19
c44d0b6e0c2632fc969ed0ce4964f8a4,2010-04-16 20:05:20.509000,Running,42.360258,-71.06995,2013.3107361528646,21
f92d2099c2d6245fc4ea8bf781f7a0a4,2010-04-16 20:08:35.322000,Running,42.36159,-71.078705,4893.403865248775,11
29b0b9e49cb144cccb108f8070317658,2010-04-16 22:25:26.622000,Running,42.362757,-71.089938,4330.906695626769,14
007cfd3b07c01f6183e42337236ab92d,2010-04-16 22:26:22.784000,Running,42.365896,-71.089144,2697.3717807890152,10
5659604bceea7a08d655939426e27be4,2010-04-17 15:33:00.781000,Running,42.345154,-71.116842,12785.590540875575,56
4c079402afd683ce916adaa9e8c250dd,2010-04-18 15:41:36.042000,Running,42.362772,-71.060887,8688.878147747311,182
539b40d2cd9511fdff012f3e1872547b,2010-04-19 19:37:57.546000,Running,42.294862,-71.159566,8121.786047817868,42
93dfd391c60c61dd0bc691eb21564719,2010-04-19 19:56:26.438000,Running,42.343688,-71.142567,7558.403603360095,37
b51ac67a93812746176ced7a9cfa2a9d,2010-04-19 19:59:32.529000,Running,42.34847,-71.140021,4048.5082860860557,36
9a64322213e094ffcd534c6289bd4715,2010-04-20 14:19:04.430000,Running,42.363609,-71.051083,3308.3220358703666,26
5b5cb9f6480575faefc8e5e7dfed7369,2010-04-20 23:55:09.583000,Running,42.354791,-71.100084,7411.4781487791715,148
8177df4485c95074666e9d5091a303a8,2010-04-21 18:05:57.936000,Running,42.336776,-71.154641,2417.5093135120414,21
0f72ea5e150e8388b4e88a2e120f958f,2010-04-23 13:37:25.557000,Running,42.33814,-71.13968,6443.63897065469,24
ea40fc6cc796f837b69e90ba9a65596d,2010-04-23 13:39:44.732000,Running,42.33814,-71.13968,6654.191337649861,30
ab8fe282eba02843df14c6d456fe4910,2010-04-23 13:42:08.206000,Running,42.33814,-71.13968,5265.844517341404,43
4247779c72f79913ac0155632e40a2be,2010-04-23 17:07:22.035000,Running,42.34414,-71.11438,4935.526650944555,59
ac6022fb608e18635f2f526bdc30e6b3,2010-04-25 13:13:20.760000,Running,42.367146,-71.124708,8804.750998072874,31
65afad9fde73730d9cb665d65eb684b4,2010-04-25 14:36:10.725000,Walking,42.349382,-71.088802,16172.778946141287,35
8eb3087d0c90070997ed188eb4b3aac1,2010-04-25 15:51:03.039000,Running,42.341133,-71.126061,9683.900394005834,60
048110a3a1c75d80ff9389607be26d67,2010-04-25 16:23:12.083000,Running,42.365396,-71.090873,17073.0253467327,67
885beac11e3684d10d59c11f99f1bf12,2010-04-25 21:59:15.578000,Running,42.369107,-71.073138,6286.848651171729,64
229434e742d5755371dbb4bcf4a1ed2a,2010-04-25 22:09:06.610000,Running,42.368905,-71.072856,11284.085155970806,111
