routeid,created_utc,activitytype,latitude,longitude,distance_m,n_points
84eaa012ef648269b163540cfdc57826,2012-02-04 17:10:57.215000,Running,42.343732,-71.076929,15805.662273941485,469
08402b814aa077236519e44c873f2b05,2012-02-04 18:28:53.087000,Running,42.33749,-71.0251,11319.892127835734,415
94da899730f15d56edee9ca925acf1e5,2012-02-04 18:43:33.221000,Running,42.37418,-71.10871,11932.744709764433,509
76ef4b11f6b65b65627cd3ac2f4d46f0,2012-02-04 19:46:19.380000,Running,42.39526,-71.11603,10929.32148839926,505
2f6e1c13b5e6b67c366d24d51492d501,2012-02-04 21:29:05.535000,Running,42.34476,-71.118769,16015.822504093378,216
39e7b5a7f5f696b2c15b57a2c7d80331,2012-02-05 13:15:19.910000,Running,42.34476,-71.11877,12818.178232328053,282
81eb3d0f227294b9feb15a46e40ebd88,2012-02-05 16:04:37.587000,Running,42.35547,-71.06052,5464.131721859199,339
392350eacc2967501a21dcd66d2e2b67,2012-02-05 17:22:11.133000,Running,42.38204,-71.06479,8480.024036513867,513
8f62a8eaea16d69e40e756be8942fb71,2012-02-05 18:26:14.855000,Running,42.361311,-71.065047,16077.436861891762,137
970d62266d8d1a135743468e4556f811,2012-02-05 21:53:28.259000,Running,42.3103,-71.10372,14661.04576108958,424
a789e9d48bc45dad2423002c544fd997,2012-02-05 23:11:11.121000,Running,42.2844,-71.13289,9228.831177904596,402
d08182a3555bd93967d662d3793636c2,2012-02-06 19:53:05.985000,Running,42.333198,-71.108031,4916.459874377814,9
7fa32d319e38eec0b621d582cbca781a,2012-02-06 20:29:09.205000,Running,42.35034,-71.10035,9607.552595270954,503
5c630b330659eaa75ee69b5abadc9fdc,2012-02-06 21:31:32.121000,Running,42.37913,-71.11485,14732.362042744322,493
dfe34ae3d8e090318d55f6972962800e,2012-02-07 02:00:03.384000,Running,42.388256,-71.095693,1569.7605269550543,14
7e235a83404974d6416752bb5b3d0b66,2012-02-07 02:02:35.562000,Running,42.389009,-71.095242,1588.0218420392825,16
4b6dd80637caabf709137e0c25ff75a5,2012-02-07 02:05:50.306000,Running,42.389556,-71.094802,1549.2037703989072,17
a1467d1ad7f5e754badf74c98bf19018,2012-02-07 12:35:18.489000,Running,42.375959,-71.117384,6174.869232933256,17
bf892f13912ca0fdc6d1cb365f231638,2012-02-07 15:19:31.546000,Running,42.3319,-71.09789,7089.425238744346,344
6334faa0036b8be48cb28646966acf1e,2012-02-07 15:21:49.960000,Running,42.3319,-71.09789,7358.0973458108665,362
ddd2f1729eaed002fbf6644a16cfd1e4,2012-02-07 17:28:35.459000,Running,42.37112,-71.11081,9583.667939382216,370
af3f8cd0a85c6495c2fa381d93117f44,2012-02-07 17:48:32.660000,Walking,42.25003,-71.01354,4429.140175432317,353
36b0d80da383e3b323826e36be5e0cd2,2012-02-07 20:13:20.114000,Running,42.32924,-71.05377,3861.7539479800243,163
10ec883b0a59d442f36b4beddd4f7ed9,2012-02-07 21:33:27.279000,Running,42.34961,-71.04903,9418.679807270131,334
5781971f3b0d3b93cb252bc22b79ecc1,2012-02-08 00:34:17.579000,Running,42.273873,-71.030558,3332.9065733850985,291
0eab3d140d320d4c8d90bc941b29aa8f,2012-02-08 10:24:22.789000,Running,42.37152,-71.115779,9022.335114656476,500
4027bae210a66e6219e62abc1b2a5685,2012-02-08 14:19:02.805000,Running,42.37736,-71.11407,6487.245949456332,260
8be1e3eb9e3785e5fb220d583979ccfd,2012-02-08 16:12:23.049000,Cycling,42.31846,-71.11239,13368.010462060178,506
2ca7fc3cabded11b2e21dbe03c940a10,2012-02-08 20:24:24.750000,Running,42.34884,-71.09239,8512.809619042971,298
56baa434ef08d31a80b4c005a2fb7c5c,2012-02-09 04:50:12.005000,Running,42.36294,-71.18605,9008.930885707665,326
0486bd1c07f82701521070f86481d215,2012-02-09 10:14:13.578000,Running,42.36741,-71.11926,9066.175502506721,412
439b4a146548e37ad0f7a877dd7663b3,2012-02-09 16:19:55.872000,Running,42.35171,-71.04558,11305.802005369651,408
fa343e6a731385fa1c5f763a813c031f,2012-02-09 20:04:02.703000,Walking,42.351923,-71.070721,3400.1103709806393,20
d626d753677fa9f86b454b9b84c41358,2012-02-09 20:33:00.655000,Running,42.36734,-71.05296,7170.614278907024,412
5d8403589df904150f0b9b6b0c56af63,2012-02-10 00:35:58.350000,Running,42.375863,-71.116955,8500.275261394894,23
4a2c8ff9d7499e94ecfb1919e0c13635,2012-02-10 12:10:48.174000,Running,42.36741,-71.11926,4720.9555623991455,175
8559a858a01ad55dc7b40841f194ebc3,2012-02-10 16:23:01.770000,Running,42.323872,-71.112184,5609.339679442631,53
fae1e33b0eafc29fcbb8725818bbe94a,2012-02-10 17:33:07.621000,Running,42.3211,-71.201957,4367.083099113013,373
b117a76e2ba617b4ab161198316f64a5,2012-02-10 19:27:53.255000,Running,42.35097,-71.04397,5254.946883815939,179
2d07978206f4dd4143bf1a0a7f27364d,2012-02-10 19:33:43.212000,Running,42.37736,-71.11407,9988.71575326897,381
f9db09a7b55b11fd0e7d9017f821356d,2012-02-10 21:10:53.306000,Running,42.375927,-71.117341,9011.750042298709,40
ed43990a15c6e93f370981e7cc4c100d,2012-02-11 12:54:20.951000,Running,42.35114,-71.100219,6447.3574844088835,356
1a19c813fc360ce89c6b2c30035beebb,2012-02-11 12:56:30.816000,Running,42.35109,-71.09939,3579.6564893505965,206
e521c58527745fa88e85639247c997fb,2012-02-11 20:33:58.745000,Running,42.28287,-71.1347,8849.607814681825,460
9dac4ab8053e2f7618e0457a457f0b2c,2012-02-12 15:45:51.463000,Running,42.34536,-71.075838,11222.84251040427,504
5b5ff8037e03874f375ac5f36cf760ef,2012-02-12 22:16:07.023000,Running,42.28518,-71.13198,10397.271822909966,503
52b80f1486b5b7684876471819c6ff44,2012-02-12 22:54:01.819000,Running,42.35223,-71.0887,4447.24635356872,173
2916a45524aef0c2f91337213961c5d5,2012-02-13 13:27:44.225000,Running,42.361193,-71.066143,9465.11330960767,501
cd7ce572fc09e4352c5506922c7a5d98,2012-02-13 18:23:32.874000,Running,42.245465,-71.093631,8969.31379417043,30
236e8c116186ed35702063f3638b14a3,2012-02-13 22:13:37.469000,Running,42.3767,-71.113771,9779.227124711679,512
382b468e263b925b4f94e09509cf3af5,2012-02-14 06:30:26.837000,Running,42.351335,-71.115782,4930.183145541144,84
f7c3738e72c422b19b6040bf8db1427f,2012-02-14 06:37:42.593000,Running,42.351406,-71.117316,6751.116134271612,104
e9699b67e732b77a2573e35b47ff3106,2012-02-14 06:41:53.621000,Running,42.351406,-71.117327,5590.730190869396,57
3c8fd630ccac1984fb294f1c71bbb882,2012-02-14 15:27:18.844000,Running,42.341916,-71.090579,9363.40509782737,29
ae44c2ca92b58dcb2ec27f32e3c4563c,2012-02-14 16:32:10.494000,Running,42.35278,-71.04783,12745.06576341364,472
a2a0616ca1fad9f0d95f5ca264a0d289,2012-02-14 16:34:28.880000,Running,42.35171,-71.04558,12824.731668890217,471
9856cd9998b3294311d0833440eef6a7,2012-02-14 17:07:35.600000,Running,42.37596,-71.22314,15317.230529485696,508
1af2deec720c5b9536d39d5f7b995db3,2012-02-14 19:02:01.149000,Running,42.36211,-71.08213,13146.445346397195,500
76c570e0cd1416236360972cd2d104ca,2012-02-14 21:09:51.484000,Running,42.364676,-71.100395,4870.890811100086,20
15b18fabbaf79da5d9e3b067eaf804d4,2012-02-14 22:58:53.261000,Running,42.356199,-71.069304,5136.7985617501345,22
6a79a536ddf5457c89d05ed300155557,2012-02-15 00:09:36.148000,Running,42.3758,-71.116654,7318.223612491857,36
39a245b030a690019d69f1d7a0ff860e,2012-02-15 20:36:30.539000,Running,42.37391,-71.058639,11441.055673863966,75
8cca73d6bbdd58e3e3f1bf572a0697bc,2012-02-15 20:43:50.592000,Running,42.374354,-71.058124,12601.371306477544,86
807e6a0ad85a35cce811f243757c7d43,2012-02-16 02:59:43.596000,Running,42.34873,-71.04971,10747.167393110298,507
de5b9b6601f990070220d633ee8ed002,2012-02-16 17:16:33.129000,Running,42.37416,-71.11262,2781.952825256555,64
9ebd7a0f65a9330dec522dc766a9788a,2012-02-16 17:17:23.204000,Cycling,42.37542,-71.11332,4409.4674448937,137
9600117d7da62e4d49950556d3069fac,2012-02-16 20:10:29.788000,Running,42.262952,-71.033774,3973.558382294034,373
cc5be1df6e535645be52adb3b848fc86,2012-02-17 00:59:45.971000,Running,42.350138,-71.077101,6711.6364693299565,180
710005ed01e0d5aa6586a9e0ea10cf1d,2012-02-17 02:58:13.597000,Running,42.34057,-71.08179,7970.76180085073,334
670e47a6c94b358b592decb25b4f1b95,2012-02-17 17:37:10.790000,Running,42.34257,-71.08981,7937.329573342049,501
e254b6d28c09640ec5b834241f2580fc,2012-02-18 15:37:24.856000,Running,42.390571,-71.113686,5403.841115047057,15
2e9476a973ed4442378ce0f9e7e7fab7,2012-02-18 16:22:59.039000,Running,42.34873,-71.04971,7916.999107815695,277
37a1784466d098dd33ecda738416fc48,2012-02-18 18:11:29.016000,Running,42.368386,-71.117213,7140.032613626338,23
d9a88c5be2de118fa729e388c1b9009d,2012-02-18 18:13:23.315000,Running,42.369823,-71.122285,3553.3399305055746,22
0912e0d475179acf44d7e9bf7ff97d03,2012-02-18 19:57:32.634000,Running,42.36883,-71.096819,9117.845890144807,380
d420e9816538fcea1c3e63802f1ab2ed,2012-02-18 20:01:23.879000,Running,42.394062,-71.111083,3438.376848358961,6
78c79900060401890aa89eed2e3a32d0,2012-02-19 01:09:08.463000,Running,42.34873,-71.04971,12004.75518365213,508
5844fda87c121ea263bcaab453638f37,2012-02-19 04:26:12.449000,Running,42.26165,-71.034684,3989.538827966726,373
36d78c911b6e4e66620fb836d41d2498,2012-02-19 15:06:17.784000,Running,42.395141,-71.127592,16686.906718692684,45
a55371ef4b7149740a89155c54b01c65,2012-02-19 16:06:47.419000,Running,42.34223,-71.12137,10877.206926116314,496
5a1f5251c7823e81442a54c9dbd8ff2c,2012-02-19 16:25:11.370000,Running,42.363501,-71.070282,4378.522632275174,376
4111e0802004be2caee2d74c05f348dd,2012-02-19 17:53:59.631000,Running,42.373352,-71.08718,6695.88127267231,383
6cb205767eb0b956c00a7fac55837924,2012-02-19 18:05:05.550000,Running,42.3477,-71.04498,8230.43776763799,210
6dd63c147b97342cde144ea1c9ef4906,2012-02-19 19:38:06.543000,Running,42.348298,-71.11419,21071.832075940583,202
79242d70f373c651b94bcf86fed88404,2012-02-19 22:15:48.133000,Running,42.372162,-71.088319,4379.547552384982,375
9f75e243935c7358a2668b4643649966,2012-02-20 13:30:32.777000,Running,42.348319,-71.114286,29013.249606858997,224
ff8f5724c2b2adcdb9a949d1559bbbe7,2012-02-20 13:39:03.355000,Running,42.348224,-71.114222,28161.449234781787,141
b0385536bbe021f70b08c8c3e0f93eba,2012-02-20 14:36:14.687000,Running,42.37062,-71.10135,7270.315732769397,230
30b7ea5d456ef9df1ee8c7d2d496770b,2012-02-20 15:55:56.504000,Running,42.341806,-71.068672,3197.0220267027016,8
41c76e5aa4ed7e9de69631a7ecf8d348,2012-02-20 16:23:22.433000,Running,42.24842,-71.069169,7441.406973716557,8
945d22731c9204369b83f0286a4a7079,2012-02-20 17:07:46.421000,Running,42.351,-71.07402,5080.223955501495,131
fd286abafaa6e3c8d26ba721cec7d99c,2012-02-20 18:19:44.340000,Cycling,42.28298,-71.155388,16106.774219507479,509
03b84b0f4531b56fd03f8d28eae463dc,2012-02-20 21:15:00.973000,Running,42.37992,-71.20406,15785.930443798386,514
8872c4c112448409be9c5769b7b80f55,2012-02-20 22:16:12.264000,Running,42.28221,-71.132729,8872.93132555449,295
15322fa60e0ab9a6b79cdee64eaba192,2012-02-21 00:42:49.336000,Running,42.36689,-71.068449,10084.975673739544,495
47bb7e6e1aa731ed88d4c075a24334d0,2012-02-21 02:56:49.963000,Cycling,42.395879,-71.123937,6602.72411398438,38
4ce9a3b3517ee0bcb58dc0406e3f872b,2012-02-21 04:09:54.741000,Running,42.33723,-71.17208,16494.587797500706,505
0efcc2da168767c606302cb8911fb9d6,2012-02-21 05:33:55.373000,Running,42.34242,-71.19306,14853.431610712643,503
b866b78cf5f7748dbaef236cfba63db9,2012-02-21 05:43:19.713000,Running,42.34242,-71.19306,17427.38526244531,510
f7c34df522828e086f78eff045822ec1,2012-02-21 15:54:55.151000,Cycling,42.40332,-71.11257,11841.231517210006,315
d13df1163d50ef5306306d2f8fe4d4b7,2012-02-21 17:53:01.101000,Running,42.357547,-71.10299,4246.091340805124,376
3ea8edf31523a55f0656a4b0e9a8eb52,2012-02-21 19:03:52.288000,Running,42.354655,-71.051382,15745.76073250766,509
1e5709790770df1dd20898ec14a6f628,2012-02-21 19:52:28.487000,Running,42.33235,-71.02085,4002.284614454566,104
392181bbded128ed56a58935cfd6dfb8,2012-02-22 00:27:45.434000,Running,42.34536,-71.07584,12189.540217725638,511
b4618850ad958afef75d34a81edfdee3,2012-02-22 03:25:16.489000,Running,42.274817,-71.168587,14385.615908458169,506
7a9483afb61ae6efb4a6166aad79c970,2012-02-22 03:31:37.969000,Running,42.274786,-71.168587,17102.16843548313,508
06a47609d66017d3f95b934296c9a125,2012-02-22 18:53:14.560000,Running,42.37436,-71.05807,13377.072572325826,67
ae714b1695939eef5a8493e4b2758fc5,2012-02-22 21:51:01.608000,Running,42.339603,-71.106469,8646.965431753746,494
6293bd5de0bf01fbcbfdefedfb491983,2012-02-22 23:07:58.027000,Running,42.34315,-71.08965,7852.578754077696,395
9ed74bc31706dcd3801dddb98bc92312,2012-02-23 10:11:46.995000,Running,42.36565,-71.06892,10775.676700479951,511
c363c52dcd40bd53474379c81b7d5a9a,2012-02-23 15:56:53.771000,Running,42.394783,-71.121266,4713.403280216381,420
be5b7e5f18a53e1660c5db44db896a12,2012-02-23 18:52:08.080000,Running,42.34906,-71.04784,6479.8146719956585,145
f9c4d0f7bee7ea9b1d07f2919ca32693,2012-02-23 20:08:17.872000,Running,42.35928,-71.0729,4360.461806195999,206
dd29e0d9b4d7bcab8963ab8465aa82ba,2012-02-23 20:36:35.552000,Walking,42.360797,-71.053074,4395.32671483181,140
e185d2bf2b708351971f217cd4265968,2012-02-23 20:41:41.429000,Walking,42.275632,-71.073008,3182.119771884697,7
fec1683ca6ecea06bbfffaf07313f634,2012-02-23 20:45:09.698000,Walking,42.356457,-71.051207,1959.2432027239988,4
76fb6885838c74ba51320c7c22bc5ad4,2012-02-23 20:53:46.278000,Running,42.35928,-71.0729,10457.576393731211,508
bc5c3e67c9a030f1800be3a527e65593,2012-02-23 21:23:40.282000,Running,42.32986,-71.13183,7820.562164656211,272
70c8bd397adc7954de64f22ea1687c6f,2012-02-23 21:51:11.576000,Running,42.37936,-71.18743,13479.227445044322,500
26371a9a743f92391fb5fde66ae1f6a1,2012-02-23 23:43:18.077000,Running,42.33708,-71.14471,7945.966343458035,270
c5918fba13f253c4cdc6a6a07302433a,2012-02-24 00:00:32.193000,Running,42.38812,-71.11835,10546.874872579734,328
ab28bbc471cf4839e011554b1f75c060,2012-02-24 01:03:47.032000,Running,42.35015,-71.05957,10533.905473013869,465
a8b50aa92d5dc0f2cbe43dad1b30577c,2012-02-24 03:32:29.371000,Running,42.36211,-71.08213,11726.26701836347,506
f052ae9e30a0825599bd995aa45dff33,2012-02-24 19:27:15.405000,Running,42.336439,-71.151309,3088.3741898848307,15
e6581d08b139e6c20a9dd0a1d839dc24,2012-02-25 14:44:53.229000,Running,42.23692,-71.09936,8155.726616325624,172
2417d08318879fb5992f1bbcfae17ecb,2012-02-25 15:02:00.810000,Running,42.374068,-71.11285,24188.040662832274,118
a770a27631e730ed0b1bbb761fb5dbbe,2012-02-25 16:25:23.013000,Running,42.38141,-71.09996,8167.295710634142,289
9ea4cf11126d5c2c9597193c4dbcbe2c,2012-02-26 01:21:53.859000,Running,42.362935,-71.1114,4374.777011357504,376
4fc40dc28d75834977346c0dde8b2b73,2012-02-26 01:48:55.562000,Running,42.3571,-71.07514,9923.072601198915,498
52d1ebeedce79b1d1ee88a5b7f8d21aa,2012-02-26 13:18:05.362000,Running,42.364319,-71.087975,6665.204342559815,25
451a3d5f58f5d025696e84f0a59407ad,2012-02-26 14:49:22.687000,Running,42.23685,-71.10132,6413.267294299945,209
2ce280e066afd8547ac51767ea09fe56,2012-02-26 17:35:55.969000,Running,42.34304,-71.11847,19780.89966320848,511
28790152cfe9ea585d15a061c505675d,2012-02-26 17:41:25.570000,Running,42.28183,-71.13311,12243.052108425436,503
fb7c4ed18b3a42b373f14c16bde3b5ff,2012-02-26 19:11:31.525000,Running,42.34222,-71.08405,3497.518647233595,231
b24930421255d18268e1bb2aa10a4b3f,2012-02-26 20:12:02.456000,Running,42.34202,-71.12211,10748.363720465724,509
308c21a08d1328e7604fffe1b6f93691,2012-02-26 20:36:14.381000,Running,42.31896,-71.1107,6905.9791440862955,395
a810585109f832fde7f7a120d413a3df,2012-02-26 21:07:14.112000,Running,42.373271,-71.087196,6442.811225530622,347
b1b357350e12ea842b2120ef94b0cf52,2012-02-27 00:52:49.320000,Running,42.356076,-71.149078,4242.529231397817,10
bae09db16aca9ca1e4a3202bfc4dd44b,2012-02-27 02:37:45.435000,Running,42.375051,-71.178626,4762.385326954634,130
3bc97ce6815d918c37e82a64b14ceee1,2012-02-27 02:43:29.398000,Running,42.372959,-71.179141,5042.282310235775,13
29da5f2de7192264be0d435e65dd5deb,2012-02-27 19:42:04.890000,Running,42.357084,-71.092557,9680.794742036116,15
1b54b144ca45705bfa86783ab4826dce,2012-02-27 22:51:45.331000,Running,42.397946,-71.167951,5716.251327158047,14
7e60d946b19cf7264f402fbaa02f7cc1,2012-02-28 03:38:20.671000,Running,42.369087,-71.110745,3900.8495528850613,23
bf03989e691482cc0262735a55b10064,2012-02-28 05:59:53.527000,Running,42.361702,-71.145462,10520.094191871516,30
5dc3a87894b3d2fe74f5e1b190b579ca,2012-02-28 21:58:22.815000,Running,42.34054,-71.12669,7630.331755938775,225
ad8af978a739c490d35cb4d14d5c79bc,2012-02-29 00:31:46.552000,Running,42.28518,-71.13198,9037.3460954393,342
43f794082be2e4b9d993a0387a7354fd,2012-02-29 01:24:46.241000,Running,42.3634,-71.05722,5607.328155758331,101
0646b445d5127240a086877b66d2f11e,2012-03-01 01:07:15.327000,Running,42.25271,-71.0006,14826.947667837385,508
d4eaf9e8da9786df3c19a2ace3cb7e57,2012-03-01 01:53:49.151000,Running,42.340596,-71.133639,6222.890248712783,284
9a89b16e9ac8be3e5ed6fb211fa3d415,2012-03-01 01:54:53.769000,Running,42.34133,-71.13474,4434.992915087167,194
c8aa38b255e7d6a332f138b03803b374,2012-03-01 11:57:43.815000,Running,42.362584,-71.068485,2657.5755052591303,3
29096c3452e6cd936f301a5bd3c57bbf,2012-03-01 18:13:45.098000,Running,42.3379,-71.153079,3398.162311737516,116
9ea3d2bcaaf504f4bd60bce10906dda8,2012-03-01 21:10:34.622000,Running,42.382171,-71.071585,9900.250980558252,44
1d09df9c59a698a938401fa5f5a3126c,2012-03-01 21:12:13.819000,Running,42.350998,-71.051647,3139.667931887554,258
97073de15638234944d82f91830d55c0,2012-03-01 21:14:44.302000,Running,42.3634,-71.05722,5607.328155758331,101
94bd918a6a4a087e9d05365a1ab5ca60,2012-03-02 01:08:04.594000,Running,42.2844,-71.13289,9459.216338347102,502
0b2667a75db9fb666a7f515c03f88afe,2012-03-02 16:57:52.047000,Running,42.351656,-71.050678,4898.68198856848,379
995ccdebc991d77c576092ba10454f8f,2012-03-03 01:05:36.803000,Running,42.35112,-71.15027,5633.028399697487,146
90a26b2694029ad972845b8c0acdffea,2012-03-03 12:29:36.068000,Running,42.28334,-71.13535,8065.087830270299,251
ffebb7dc411c95bdfc89e1bac6a796d2,2012-03-03 16:12:04.270000,Running,42.343699,-71.076715,12387.459601336432,334
2c2fa6f0d2e025de042fb85876d75922,2012-03-03 16:16:52.922000,Running,42.28221,-71.136669,9300.15329524738,499
fa55a75badd8c6b152c48370f275fc00,2012-03-03 20:04:50.187000,Running,42.34824,-71.07636,12918.009930747106,396
9db4a2f4ac63c2f60c6077cd53ae0a65,2012-03-03 22:31:12.918000,Running,42.350597,-71.166804,15713.45098834539,509
9dbc29d79d50dfb5b02629ed21b8ed75,2012-03-03 22:37:16.802000,Running,42.352,-71.16512,9681.880979275842,505
f02371fa7e6aec540cce92abe105a0f0,2012-03-03 23:12:52.912000,Running,42.370622,-71.076917,11674.70510615305,65
2ee7e1bcd6e452d5e1b67da55093585c,2012-03-04 01:12:25.720000,Running,42.39048,-71.11363,13555.96887940247,445
e4ba5a1baae6e651a3c681ed0f0aedae,2012-03-04 16:25:38.752000,Running,42.28334,-71.13535,11675.410907577252,510
1a85b5b990afb1a4849fd446160df87b,2012-03-04 18:01:30.619000,Running,42.361181,-71.062659,19324.950695943928,94
bfe2a827df9dbd7c1728945e50038ec4,2012-03-04 18:53:07.794000,Running,42.307767,-71.109772,10180.685741436966,358
3988e0227a09af46da75b0b2f54dce44,2012-03-04 20:17:36.748000,Running,42.381136,-71.114066,4587.872179803294,376
3e74cccfe8273ebc20450e969d5d129c,2012-03-04 21:10:07.330000,Running,42.339655,-71.064969,4591.395675732511,114
92f541a288b4c73cdd9d636e6130f92d,2012-03-04 22:15:41.999000,Running,42.28518,-71.13198,6651.110002292683,367
b6f17c9ac445457ba06f2efbc29bfb97,2012-03-05 00:56:06.184000,Running,42.34476,-71.11877,12772.923209095003,314
8806216a6926da643e19f091a104b7c7,2012-03-05 01:48:42.547000,Running,42.392047,-71.141225,4044.711040388402,375
e75f625ba9b52ade33763479676f5e0a,2012-03-05 04:23:00.141000,Running,42.364196,-71.118071,12264.885572386322,52
824585721e1cb3cf2aaedab91dc80133,2012-03-05 06:12:15.607000,Running,42.364386,-71.116096,14071.44670063835,50
cfd4e511d9045e661326742815cf5d43,2012-03-05 20:32:12.138000,Running,42.359695,-71.072731,6411.182021653055,123
c3e45d988a42a2325577f9bc0c39520a,2012-03-06 15:00:44.697000,Running,42.267484,-71.025166,4091.409316535074,372
4b7e346711945850da0110584109b057,2012-03-07 00:12:53.100000,Running,42.364196,-71.118027,9128.481231509262,29
58568716decae8c5b94ebe747f183022,2012-03-07 17:15:18.914000,Running,42.36916,-71.07641,7406.04243118532,419
983b36f3fd0af7888eb8de406dcee6b6,2012-03-07 17:16:26.439000,Running,42.36916,-71.07641,6931.039962709059,349
cf87b854e51253cd0feaab149ab8192e,2012-03-07 21:24:34.733000,Running,42.373765,-71.058577,15677.806483850389,67
ba5936eec3ff8f64d940b5b667da8a6d,2012-03-07 23:48:16.007000,Running,42.374067,-71.112678,16811.730273614576,61
af52a37ef86a975c9f281d6e6209ff81,2012-03-08 05:28:16.254000,Running,42.364164,-71.11807,13293.572498670183,46
cea8aff2ab2ecd992c91ebfeaca60fff,2012-03-08 14:12:34.361000,Running,42.336933,-71.102999,6182.765583087025,377
df658ec48669d77f37d43b0722486e00,2012-03-08 16:17:56.001000,Running,42.34176,-71.10823,8008.081638591584,395
c297cbe0c5ba0bb19ecae39df155c6cb,2012-03-08 22:46:19.156000,Running,42.364428,-71.114852,8284.151974072929,32
01a1215b975a16cdc0f80d8d6b10000f,2012-03-09 16:33:44.735000,Running,42.34963,-71.15462,5747.978060069781,196
babc8fe357280a4f06240b9d32559ebd,2012-03-09 19:02:01.933000,Running,42.33455,-71.24375,16124.367429889939,480
a63d2d208b5f267549b22c9cae9bfc35,2012-03-09 20:25:37.601000,Running,42.373971,-71.112805,26194.769528859993,110
2f1b2783f82bd012c0dc99785a968d69,2012-03-09 21:13:59.588000,Running,42.24811,-71.06688,3119.736798275748,100
7e65f807ca871e7583b585e8d4c1b09b,2012-03-09 21:16:48.284000,Running,42.24811,-71.066879,5543.928754655513,163
45a6ec54c7c07f982013fa1b6340589f,2012-03-09 21:17:54.166000,Running,42.24905,-71.06545,4759.027942892047,152
149cece6eb3b7ec6e80849358f987499,2012-03-09 21:19:06.781000,Running,42.24821,-71.06671,7151.21030810561,196
12769a9a9420bcdc7cd8cd160ea04ffa,2012-03-09 21:20:51.832000,Running,42.24811,-71.066879,3936.982531524534,125
897f67a90f2832191528417850fa15a7,2012-03-09 21:28:20.120000,Running,42.24811,-71.06688,6347.331836158055,176
3e639e2f3ddbcd9b180fe94bf846567d,2012-03-09 21:33:49.459000,Running,42.24811,-71.06688,7964.783618736039,221
7c199fb264448135feabaa873d0490fb,2012-03-09 21:37:11.990000,Running,42.24811,-71.06688,8767.700486509464,261
94455e83e3017a2be5d4b59a5342c631,2012-03-09 23:55:48.138000,Running,42.36038,-71.02702,5124.432836715797,229
db6cad9eb76219b0262bbbe208238dfd,2012-03-10 00:09:59.746000,Running,42.36038,-71.02702,10567.463554947859,331
f7050f8e5bc197f9a1cae47f36ca2141,2012-03-10 16:58:30.195000,Running,42.375,-71.15922,5018.254775848101,189
4aafeba722f70bcffa7bb1caffa039e3,2012-03-10 18:58:39.784000,Running,42.386537,-71.141758,3547.2851502274725,68
1c04b5e2f690f84353fbd26dab5dbbf8,2012-03-10 19:01:49.550000,Running,42.2844,-71.132889,8838.192855965874,363
1cec5151d38b2a305a6a7b1c8a8945ea,2012-03-10 19:06:09.530000,Running,42.281763,-71.137315,8300.116000616863,230
5470deb5f7996d3bb6e18c96f26acdd7,2012-03-10 19:38:14.744000,Running,42.374117,-71.115088,4141.661020845338,374
a5df8cae0b5c6c69fe53acd9876768c3,2012-03-10 21:03:12.737000,Running,42.309321,-71.112078,4513.963598644117,380
824e92d330ab1369d2a4ef45b6fc3fae,2012-03-11 01:32:52.980000,Running,42.34283,-71.1192,13699.947823482995,506
8c36fd43c380a15c46daef2fc894fb65,2012-03-11 01:41:44.188000,Running,42.38935,-71.11441,11776.378776174683,337
c45318e925fa577d9fd8a6b12c9430ff,2012-03-11 01:52:05.145000,Running,42.376771,-71.122508,18926.560079499766,23
bc4291cbeb9f34525cb6719cad39e3c8,2012-03-11 16:33:20.898000,Running,42.33245,-71.05358,4542.675352169208,135
3c17d99cab80d178bfb749b5d2ebf93b,2012-03-11 17:53:13.981000,Running,42.314613,-71.123274,4834.967246348318,35
0730aa36d1d19d55a7c360b87ea3482b,2012-03-11 17:54:52.815000,Running,42.350534,-71.166857,12901.057699470382,500
6c43dd83c5692bcd6580edd5737b41ee,2012-03-11 18:03:13.692000,Running,42.33286,-71.11677,6541.07095255493,414
991114a94392d3bbc340b4c6d4533dc6,2012-03-11 18:05:58.953000,Running,42.338197,-71.15687,2785.0230641369426,33
93ccb994679829060c3f6f1c404d392d,2012-03-11 18:07:28.992000,Running,42.3317,-71.11608,6474.6450222656895,381
0638a793d28f48a55071d9f07d4169b6,2012-03-11 18:56:08.126000,Running,42.28518,-71.13198,9356.901029237684,364
31726a9c85e684db3aabfa0f834ba3d7,2012-03-11 20:03:53.861000,Running,42.35054,-71.05107,9605.041284560773,472
cb1c299e45b97dcc2ea6d01a38bfd315,2012-03-11 20:56:12.558000,Running,42.364483,-71.11464,8172.9928316835985,198
6f683e0d65d1afaa6a962f1582c7bf62,2012-03-11 21:33:13.380000,Running,42.33002,-71.13213,12405.363304277967,387
d5b42283bf5683eb5d82bb7ba2d7e573,2012-03-11 23:59:59.555000,Running,42.335998,-71.111291,3805.492301358801,40
21daefd9c3e7dc97d230b37ee5c5996d,2012-03-12 19:49:09.320000,Running,42.367077,-71.054347,33049.71746506513,103
58f5039093a60b2354217d514b979a73,2012-03-12 20:40:39.431000,Running,42.36871,-71.083779,1450.0626381130685,25
2fe5f7e2fa4386269b8d03bbe32172b4,2012-03-13 16:27:38.332000,Running,42.3792,-71.13782,10062.910514899002,514
3a59b70b2c11d17f8d44babfa607d172,2012-03-13 16:31:03.832000,Running,42.3792,-71.13782,9281.657854338242,501
